NumeroSocioConsumidor,Genero,MontoPromedio,Asiática,Bebidas,Categoría_2,Categoría_8,Comida_Rápida,Desayunos,Italiana,Postres,Saludable
4794,0,226.325,0.0,0.0413793103448275,0.1793103448275862,0.0689655172413793,0.0,0.0206896551724137,0.1724137931034483,0.0275862068965517,0.2
4879,1,42.0,0.0114942528735632,0.0114942528735632,0.1034482758620689,0.0804597701149425,0.0,0.3103448275862069,0.2068965517241379,0.0229885057471264,0.0459770114942528
4964,1,194.25,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
4993,0,8.966666666666667,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0,0.0
5072,0,261.45,0.0099009900990099,0.0099009900990099,0.0792079207920792,0.0495049504950495,0.0,0.0,0.4851485148514851,0.0,0.0693069306930693
5164,0,171.125,0.0,0.1142857142857142,0.15,0.0,0.0,0.0,0.0142857142857142,0.0714285714285714,0.0142857142857142
5167,1,1505.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.4285714285714285,0.0,0.0,0.0
5172,3,1610.0,0.0,0.0413793103448275,0.1793103448275862,0.0689655172413793,0.0,0.0206896551724137,0.1724137931034483,0.0275862068965517,0.2
5196,0,429.4,0.0,0.02,0.13,0.14,0.0,0.31,0.12,0.09,0.01
5456,0,213.55,0.0343915343915343,0.202733860342556,0.053093042223477,0.231031850597068,0.0,0.0026455026455026,0.1194737227345923,0.0884805613066482,0.0186100131752305
5461,0,180.34375,0.0,0.02,0.13,0.14,0.0,0.31,0.12,0.09,0.01
5490,1,174.075,0.0,0.2059620596205962,0.0687669376693767,0.0457317073170731,0.0,0.125,0.1554878048780487,0.0914634146341463,0.0343834688346883
5591,1,61.2,0.0227272727272727,0.0,0.1136363636363636,0.0795454545454545,0.0,0.0,0.5227272727272727,0.0,0.0227272727272727
5738,0,1611.8666666666668,0.0016025641025641,0.10257358404696,0.0872313837856581,0.1195096409265692,0.0,0.0432692307692307,0.1848473132960575,0.0480523486213536,0.1830744695013591
5799,0,222.0,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
5803,0,138.0,0.0099009900990099,0.0099009900990099,0.0792079207920792,0.0495049504950495,0.0,0.0,0.4851485148514851,0.0,0.0693069306930693
5805,3,312.3,0.0,0.0488415199258572,0.1896818041396354,0.2441767068273092,0.0,0.0401606425702811,0.0160642570281124,0.0157244362063639,0.2148285449490268
5841,1,239.75,0.0,0.0806451612903225,0.1795698924731183,0.0166666666666666,0.0,0.0333333333333333,0.2161290322580645,0.0483870967741935,0.0333333333333333
5865,1,1254.5,0.0,0.0145348837209302,0.1308139534883721,0.0930232558139534,0.0,0.0523255813953488,0.0319767441860465,0.0145348837209302,0.438953488372093
5885,0,214.5,0.0,0.0273972602739726,0.1187214611872146,0.0684931506849315,0.0,0.0045662100456621,0.0867579908675799,0.0182648401826484,0.4748858447488584
5920,1,430.5,0.0084033613445378,0.0252100840336134,0.0504201680672268,0.1932773109243697,0.0,0.0168067226890756,0.3109243697478991,0.0084033613445378,0.1764705882352941
6015,0,1258.1,0.0,0.0398152455326727,0.1220638746751996,0.162439679921813,0.0,0.0129191863661352,0.2877649502168469,0.043122218933104,0.1186991067694751
6053,0,496.275,0.0049504950495049,0.0049504950495049,0.0531174739095531,0.0247524752475247,0.0,0.0,0.5263580412095263,0.0135135135135135,0.0481669788600481
6084,0,230.0,0.0,0.2386363636363636,0.0681818181818181,0.0681818181818181,0.0,0.0,0.2159090909090909,0.125,0.034090909090909
6128,0,395.014,0.0037735849056603,0.0578809869375907,0.0758843604126623,0.0406966618287373,0.0,0.1737010159651669,0.2003640214960969,0.0985258698466245,0.018409759541835
6129,0,632.5,0.0,0.2560975609756097,0.073170731707317,0.0609756097560975,0.0,0.0,0.2073170731707317,0.1219512195121951,0.0365853658536585
6262,0,1153.45,0.0099009900990099,0.0099009900990099,0.0792079207920792,0.0495049504950495,0.0,0.0,0.4851485148514851,0.0,0.0693069306930693
6338,1,736.8375,0.0244511644978193,0.0239474495757386,0.0813971137964662,0.129941319825166,0.0,0.0361419156343017,0.2527784754673624,0.0277037191707861,0.1845816232910292
6553,0,577.4,0.0111111111111111,0.0055555555555555,0.0638888888888888,0.0055555555555555,0.0,0.261111111111111,0.1777777777777777,0.0222222222222222,0.0055555555555555
6591,1,699.225,0.0101010101010101,0.0187491351874913,0.0795627507956275,0.0544485955444859,0.0,0.002283105022831,0.3363082883630829,0.0596374705963747,0.2424934274249342
6651,1,18.63075,0.0391304347826086,0.0121475191039464,0.0473553117845975,0.0083335601381764,0.0,0.2444639391677551,0.1314501994593093,0.0064139406469171,0.0126980529676541
6719,0,946.77,0.0275818365246662,0.010071744204938,0.1260058149927283,0.1648424106087538,0.0,0.0818337230631291,0.1326304590680765,0.0280071106459033,0.1832777228746238
6760,1,278.95,0.0,0.0,0.1,0.025,0.0,0.625,0.0,0.0,0.025
6779,1,493.5,0.0340136054421768,0.0068027210884353,0.0884353741496598,0.3537414965986394,0.0,0.0748299319727891,0.0408163265306122,0.0,0.1972789115646258
6905,1,20.331666666666667,0.0144927536231884,0.0,0.1725014116318464,0.0,0.0,0.383493318275927,0.0586297760210803,0.0,0.0
6982,0,19.380000000000003,0.008695652173913,0.0,0.1983060417843026,0.0,0.0,0.4080180688876341,0.0442687747035573,0.0,0.0
6996,0,45.752941176470586,0.0375645083689954,0.0005824111822947,0.0484200981296522,0.0040885264997087,0.0,0.2412203142126415,0.1418373806690132,0.0117647058823529,0.0052533488642981
7071,0,827.925,0.0111111111111111,0.023627844712182,0.0965194109772422,0.0497322623828647,0.0,0.3012717536813922,0.0271753681392235,0.0302543507362784,0.1742302543507362
7266,1,336.0,0.0,0.0384615384615384,0.0576923076923076,0.173076923076923,0.0,0.0,0.3269230769230769,0.0961538461538461,0.0192307692307692
7307,0,150.98333333333332,0.0462962962962963,0.0,0.0547351148616971,0.2022972339428035,0.0,0.296179090482888,0.1434599156118143,0.0345757149554617,0.0084388185654008
7323,0,181.7,0.0,0.1612903225806451,0.2258064516129032,0.0,0.0,0.0,0.032258064516129,0.0967741935483871,0.0
7338,0,284.55,0.0149504950495049,0.0049504950495049,0.0596039603960396,0.0347524752475247,0.0,0.01,0.2925742574257426,0.1,0.0446534653465346
7364,1,113.075,0.1388888888888889,0.0,0.1388888888888889,0.2777777777777778,0.0,0.0277777777777777,0.0,0.0277777777777777,0.0
7391,1,126.0,0.0,0.0697674418604651,0.0697674418604651,0.0465116279069767,0.0,0.0,0.3953488372093023,0.0930232558139535,0.0465116279069767
7422,1,253.38,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.5,0.0,0.0,0.0277777777777777
7424,1,126.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0
7447,1,258.5725,0.0074257425742574,0.0074257425742574,0.0786367098248286,0.0371287128712871,0.0,0.0096153846153846,0.4792460015232292,0.0,0.0519801980198019
7470,1,465.5,0.0056259792052414,0.1013849798692453,0.076009396358209,0.1293975217205526,0.0,0.0112519584104828,0.2598044230821953,0.0384898289704996,0.1322300703523233
7479,0,416.045,0.0057471264367816,0.0221405690597324,0.0681175805539853,0.0730167703033729,0.0,0.2125494629734313,0.2427925381571509,0.0196909741850386,0.0393819483700772
7510,1,98.7,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.5,0.0,0.0,0.0277777777777777
7532,0,226.664,0.009090909090909,0.0083865474670072,0.0529244626291039,0.08099181347399,0.0,0.1102138804015713,0.4292680919481442,0.035734570595621,0.0234573779896055
7547,1,197.75,0.0170068027210884,0.0034013605442176,0.0918367346938775,0.1768707482993197,0.0,0.2517006802721088,0.0204081632653061,0.0,0.0986394557823129
7760,1,189.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
7788,1,443.3,0.0,0.0096153846153846,0.0288461538461538,0.1153846153846154,0.0,0.5000000000000001,0.0384615384615384,0.0432692307692307,0.0144230769230769
7833,1,218.5,0.0,0.0413793103448275,0.1793103448275862,0.0689655172413793,0.0,0.0206896551724137,0.1724137931034483,0.0275862068965517,0.2
7868,0,237.7833333333333,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.411764705882353,0.1470588235294117,0.0588235294117647
7870,1,533.6,0.0210526315789473,0.0105263157894736,0.0526315789473684,0.0421052631578947,0.0,0.0105263157894736,0.631578947368421,0.0526315789473684,0.0105263157894736
7875,0,220.0,0.0,0.2476190476190476,0.1809523809523809,0.0095238095238095,0.0,0.0,0.0571428571428571,0.2666666666666666,0.0095238095238095
7943,0,432.69666666666666,0.0057096597122271,0.0368104094331352,0.0765270351773045,0.0607737007848321,0.0,0.124045823718582,0.2794299582066535,0.0647670015565684,0.0726243091530996
7952,0,729.75,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
7975,0,309.75,0.0,0.0273972602739726,0.1187214611872146,0.0684931506849315,0.0,0.0045662100456621,0.0867579908675799,0.0182648401826484,0.4748858447488584
8015,1,88.2,0.0,0.0,0.1,0.025,0.0,0.625,0.0,0.0,0.025
8026,0,132.0,0.0,0.0175438596491228,0.087719298245614,0.0,0.0,0.3333333333333333,0.1228070175438596,0.0,0.0350877192982456
8117,1,170.4,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
8196,0,216.9233333333333,0.0123362476303652,0.020173726056079,0.0470814588461647,0.1423195540842599,0.0,0.011204481792717,0.4059361118184648,0.0359052711993888,0.1243810655575361
8204,1,405.6,0.0454545454545454,0.0227272727272727,0.0681818181818181,0.0681818181818181,0.0,0.0,0.2954545454545454,0.0,0.0
8214,0,686.55,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.5675675675675675,0.027027027027027,0.027027027027027
8236,0,44.1,0.0084033613445378,0.0252100840336134,0.0504201680672268,0.1932773109243697,0.0,0.0168067226890756,0.3109243697478991,0.0084033613445378,0.1764705882352941
8249,1,194.25,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
8254,0,94.5,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
8259,0,174.9,0.1388888888888889,0.0,0.1388888888888889,0.2777777777777778,0.0,0.0277777777777777,0.0,0.0277777777777777,0.0
8274,0,415.545,0.0,0.062015503875969,0.248062015503876,0.062015503875969,0.0,0.1085271317829457,0.1705426356589147,0.0465116279069767,0.1085271317829457
8287,1,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0
8372,0,355.3,0.0,0.0053763440860215,0.0806451612903225,0.0806451612903225,0.0,0.0053763440860215,0.2096774193548387,0.0161290322580645,0.2473118279569892
8415,0,334.95,0.0227272727272727,0.0,0.1136363636363636,0.0795454545454545,0.0,0.0,0.5227272727272727,0.0,0.0227272727272727
8463,1,195.05,0.1388888888888889,0.0,0.1388888888888889,0.2777777777777778,0.0,0.0277777777777777,0.0,0.0277777777777777,0.0
8464,1,97.125,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
8522,0,328.8,0.0143968419830488,0.0110298386160455,0.0824335307093927,0.0671078602113084,0.0,0.2068965517241379,0.3365842331359572,0.0456287008011145,0.0373853477301753
8547,1,120.75,0.0,0.25,0.0,0.0,0.0,0.0,0.025,0.125,0.05
8582,0,14.6,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0,0.0
8623,1,152.25,0.0084033613445378,0.0252100840336134,0.0504201680672268,0.1932773109243697,0.0,0.0168067226890756,0.3109243697478991,0.0084033613445378,0.1764705882352941
8631,1,331.87,0.0056022408963585,0.0296272355095884,0.0528442146089204,0.1865438483085542,0.0,0.011204481792717,0.316257272139625,0.0376535229476405,0.1240573152337858
8648,0,218.36,0.0,0.2285714285714285,0.2285714285714285,0.0,0.0,0.0,0.0285714285714285,0.1428571428571428,0.0285714285714285
8654,1,462.0,0.0277777777777777,0.0,0.0555555555555555,0.0694444444444444,0.0,0.0,0.3611111111111111,0.0,0.0416666666666666
8671,0,463.2658333333333,0.0345462721424677,0.1291769695244446,0.082376278134425,0.0940453885218427,0.0,0.0821601863205427,0.1734601039824593,0.0891468746413189,0.0720552867831313
8685,0,170.98,0.0,0.2386363636363636,0.0681818181818181,0.0681818181818181,0.0,0.0,0.2159090909090909,0.125,0.034090909090909
8708,1,228.1,0.0042372881355932,0.0127118644067796,0.0317528427376099,0.1797361081313023,0.0,0.2236644496889079,0.2643745977258099,0.0232246299077451,0.0953121647715082
8717,1,206.66666666666663,0.0,0.0173628727662213,0.0520236823533357,0.0817985972408645,0.0,0.144981985627035,0.2981801522926313,0.0598987712834696,0.1707451435405503
8752,0,344.1375,0.0099801390268123,0.0453674280039721,0.0883353430746678,0.0502432969215491,0.0,0.1967083983543765,0.1926117179741807,0.0828277060575968,0.0098485600794438
8753,1,306.94,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.5,0.0,0.0,0.0277777777777777
8765,1,296.4,0.0101522842639593,0.1269035532994924,0.1218274111675127,0.0761421319796954,0.0,0.0964467005076142,0.2436548223350254,0.1776649746192893,0.0050761421319796
8767,0,268.8,0.0101522842639593,0.1269035532994924,0.1218274111675127,0.0761421319796954,0.0,0.0964467005076142,0.2436548223350254,0.1776649746192893,0.0050761421319796
8770,0,768.0,0.0,0.0413793103448275,0.1793103448275862,0.0689655172413793,0.0,0.0206896551724137,0.1724137931034483,0.0275862068965517,0.2
8772,0,220.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.4285714285714285,0.0,0.0,0.0
8790,0,292.8,0.0101522842639593,0.1269035532994924,0.1218274111675127,0.0761421319796954,0.0,0.0964467005076142,0.2436548223350254,0.1776649746192893,0.0050761421319796
8798,1,367.5,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0
8885,0,315.0,0.0,0.0384615384615384,0.0576923076923076,0.173076923076923,0.0,0.0,0.3269230769230769,0.0961538461538461,0.0192307692307692
8889,0,176.13,0.0,0.2386363636363636,0.0681818181818181,0.0681818181818181,0.0,0.0,0.2159090909090909,0.125,0.034090909090909
8901,0,33.6,0.0,0.0327868852459016,0.0327868852459016,0.0655737704918032,0.0,0.1147540983606557,0.2786885245901639,0.0163934426229508,0.0327868852459016
8903,1,37.625,0.0,0.0327868852459016,0.0327868852459016,0.0655737704918032,0.0,0.1147540983606557,0.2786885245901639,0.0163934426229508,0.0327868852459016
8913,1,257.25,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
8942,1,96.6,0.0202020202020202,0.0101010101010101,0.0404040404040404,0.0404040404040404,0.0,0.0,0.5959595959595959,0.0909090909090909,0.0202020202020202
8951,0,388.72,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
8973,1,166.95,0.1388888888888889,0.0,0.1388888888888889,0.2777777777777778,0.0,0.0277777777777777,0.0,0.0277777777777777,0.0
8998,0,492.94,0.0202020202020202,0.0101010101010101,0.0404040404040404,0.0404040404040404,0.0,0.0,0.5959595959595959,0.0909090909090909,0.0202020202020202
9036,1,188.085,0.0,0.1402029664324746,0.1068696330991413,0.0375487900078064,0.0,0.0573770491803278,0.1597189695550351,0.1415300546448087,0.0211553473848555
9104,1,183.34,0.0222222222222222,0.0111111111111111,0.0444444444444444,0.0111111111111111,0.0,0.5222222222222223,0.0222222222222222,0.0444444444444444,0.0111111111111111
9116,1,304.75,0.0,0.0192307692307692,0.0955128205128205,0.1032051282051282,0.0,0.0333333333333333,0.3634615384615385,0.048076923076923,0.0429487179487179
9149,0,208.86,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
9158,1,231.0,0.0,0.2285714285714285,0.2285714285714285,0.0,0.0,0.0,0.0285714285714285,0.1428571428571428,0.0285714285714285
9193,1,630.2,0.0246913580246913,0.0,0.1234567901234567,0.0987654320987654,0.0,0.0,0.5390946502057613,0.0,0.0246913580246913
9214,1,336.3,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
9252,1,390.6,0.0,0.0,0.0126582278481012,0.1645569620253164,0.0,0.430379746835443,0.2151898734177215,0.0379746835443038,0.0126582278481012
9265,1,159.39999999999998,0.0049504950495049,0.0327282728272827,0.0673817381738173,0.0247524752475247,0.0,0.25,0.2425742574257425,0.0,0.0485423542354235
9266,0,127.6,0.0042372881355932,0.0127118644067796,0.0317528427376099,0.1797361081313023,0.0,0.2236644496889079,0.2643745977258099,0.0232246299077451,0.0953121647715082
9361,0,649.0,0.0,0.0392156862745098,0.0980392156862745,0.0686274509803921,0.0,0.0294117647058823,0.2745098039215686,0.0392156862745098,0.2450980392156862
9363,0,413.355,0.0202020202020202,0.0101010101010101,0.0404040404040404,0.0404040404040404,0.0,0.0,0.5959595959595959,0.0909090909090909,0.0202020202020202
9380,1,286.8,0.0101522842639593,0.1269035532994924,0.1218274111675127,0.0761421319796954,0.0,0.0964467005076142,0.2436548223350254,0.1776649746192893,0.0050761421319796
9396,1,179.55,0.0,0.5121951219512195,0.1707317073170731,0.0,0.0,0.0,0.0,0.048780487804878,0.0
