NumeroProveedor,NumeroSocioConsumidor,OrderID,Name,MontoTotal,Description,latitud,longitud
3,27,55715,Club Sándwich,212.4,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,27,55715,Hamburguesa Especial,212.4,"Jugosa hamburguesa de Res gratinada con queso manchego, guacamole, tocino y lechuga. Acompañada con papas gajo",25.666822664200996,-100.28354954204931
3,27,55715,Refresco,212.4,Refrescos,25.666822664200996,-100.28354954204931
3,27,55721,Hamburguesa Especial,247.8,"Jugosa hamburguesa de Res gratinada con queso manchego, guacamole, tocino y lechuga. Acompañada con papas gajo",25.666822664200996,-100.28354954204931
3,27,55721,Refresco,247.8,Refrescos,25.666822664200996,-100.28354954204931
3,27,56210,Desayuno imperial,212.4,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,27,56210,Monto,212.4,'-,25.666822664200996,-100.28354954204931
3,27,56210,Refresco,212.4,Refrescos,25.666822664200996,-100.28354954204931
3,48,42995,Res empanizada,150.0,"Res empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,48,48081,Agua embotellada,264.45,Agua fresca natural,25.666822664200996,-100.28354954204931
3,48,48081,Caldo tlalpeño chico,264.45,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,48,48081,Enchiladas suizas,264.45,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,48,53207,Caldo tlalpeño chico,233.7,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,48,53207,Pechuga rellena,233.7,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,43037,Agua de sabor,252.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,43037,Caldo tlalpeño chico,252.0,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,49,43037,Fetuccini Alfredo,252.0,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,49,44255,Jugo Verde,225.75,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,44255,Monto,225.75,'-,25.666822664200996,-100.28354954204931
3,49,44255,Pechuga rellena,225.75,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,44999,Agua de sabor,287.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,44999,Monto,287.5,'-,25.666822664200996,-100.28354954204931
3,49,44999,Pechuga rellena,287.5,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,47684,Crepa con helado,271.4,Deliciosa crepa acompañado con helado,25.666822664200996,-100.28354954204931
3,49,47684,Fetuccini Alfredo,271.4,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,49,47684,Jugo Verde,271.4,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,48126,Agua de sabor,472.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,48126,Caldo tlalpeño chico,472.0,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,49,48126,Ensalada de proteína,472.0,"Deliciosa combinación de lechuga, pepino, aguacate, queso panela y jitomate, coronado con delicioso pollo a la plancha",25.666822664200996,-100.28354954204931
3,49,48126,Jugo Verde,472.0,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,48126,Monto,472.0,'-,25.666822664200996,-100.28354954204931
3,49,49423,Agua de sabor,761.1,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,49423,Agua de sabor refill,761.1,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,49423,Club Sándwich,761.1,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,49423,Desayuno imperial,761.1,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,49,49423,Ensalada de proteína,761.1,"Deliciosa combinación de lechuga, pepino, aguacate, queso panela y jitomate, coronado con delicioso pollo a la plancha",25.666822664200996,-100.28354954204931
3,49,49423,Jugo Verde,761.1,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,52380,Agua de sabor,336.3,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,52380,Jugo Verde,336.3,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,52380,Monto,336.3,'-,25.666822664200996,-100.28354954204931
3,49,52380,Pechuga rellena,336.3,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,53215,Agua de sabor,944.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,53215,Agua de sabor refill,944.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,53215,Club Sándwich,944.0,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,53215,Ensalada de la pradera,944.0,"Riquísima ensalada hecha con una deliciosa combinación de lechugas frescas con rebanadas de deliciosa pera y manzana, coronado con delicioso queso panela y trocitos de nuez",25.666822664200996,-100.28354954204931
3,49,53215,Fetuccini Alfredo,944.0,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,49,53215,Jugo Verde,944.0,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,53358,Agua de sabor,418.9,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,53358,Caldo tlalpeño chico,418.9,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,49,53358,Ensalada de proteína,418.9,"Deliciosa combinación de lechuga, pepino, aguacate, queso panela y jitomate, coronado con delicioso pollo a la plancha",25.666822664200996,-100.28354954204931
3,49,53358,Jugo Verde,418.9,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,53358,Monto,418.9,'-,25.666822664200996,-100.28354954204931
3,49,55720,Agua de sabor,578.2,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,49,55720,Jugo Verde,578.2,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,55720,Monto,578.2,'-,25.666822664200996,-100.28354954204931
3,49,55720,Pechuga rellena,578.2,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,55720,Tampiqueña,578.2,"150 gramos de deliciosa y jugosa res, acompañada con guacamole, frijoles refritos, enmoladas Guerrero y chiles toreados.",25.666822664200996,-100.28354954204931
3,49,56323,Club Sándwich,507.4,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,56323,Jugo Verde,507.4,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,56323,Monto,507.4,'-,25.666822664200996,-100.28354954204931
3,49,56466,Chilaquiles,230.1,"Deliciosos chilaquiles en salsa roja o verde acompañados de frijoles refritos, crema, queso y cebolla morada.",25.666822664200996,-100.28354954204931
3,49,56466,Jugo Verde,230.1,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,56825,Jugo Verde,253.7,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,56825,Monto,253.7,'-,25.666822664200996,-100.28354954204931
3,49,56825,Pechuga rellena,253.7,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,49,56896,Club Sándwich,236.0,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,56896,Jugo Verde,236.0,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,60601,Club Sándwich,908.6,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,60601,Dayquiry,908.6,Coctel escarchado hecho con jugo de limón o manzana y azúcar.,25.666822664200996,-100.28354954204931
3,49,60601,Jugo Verde,908.6,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,60601,Tampiqueña,908.6,"150 gramos de deliciosa y jugosa res, acompañada con guacamole, frijoles refritos, enmoladas Guerrero y chiles toreados.",25.666822664200996,-100.28354954204931
3,49,61177,Club Sándwich,554.6,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,49,61177,Jugo Verde,554.6,"Riquísimo, fresco y sano jugo verde a base de verduras",25.666822664200996,-100.28354954204931
3,49,61177,Smoothie de Mango,554.6,"Bebida escarchada, helada y refrescante sabor mango, con un toque de chamoy y chile en polvo.",25.666822664200996,-100.28354954204931
3,58,46911,Agua de sabor refill,188.8,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,58,46911,Desayuno imperial,188.8,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,58,53193,Agua de sabor refill,35.4,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,58,53823,Agua de sabor,247.8,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,58,53823,Caldo tlalpeño chico,247.8,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,58,53823,Desayuno imperial,247.8,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,58,60680,Champiñón Burguer,194.7,"Carne de res con la receta original de la casa con pan brioche, gratinada con queso manchego, mayonesa, champiñones y tocino, más nuestras deliciosas papas gajo",25.666822664200996,-100.28354954204931
3,58,60680,Monto,194.7,'-,25.666822664200996,-100.28354954204931
3,61,52376,Agua de sabor,159.3,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,61,52376,Res a la plancha,159.3,"Res a la plancha acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,63,43354,Fetuccini Alfredo,149.5,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,63,53703,Tosti-ricas,92.7,"2 deliciosas piezas de tostadas de la casa acompañadas con frijoles refritos, queso, crema, cebolla, jitomate, aguacate y rico pollo.",25.666822664200996,-100.28354954204931
3,64,39903,Club Sándwich,157.5,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,64,41231,Hamburguesa Especial,189.0,"Jugosa hamburguesa de Res gratinada con queso manchego, guacamole, tocino y lechuga. Acompañada con papas gajo",25.666822664200996,-100.28354954204931
3,64,47856,Agua de sabor,271.2,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,64,47856,Caldo tlalpeño grande,271.2,Caldo tlalpeño grande,25.666822664200996,-100.28354954204931
3,64,47856,Jugo de naranja chico,271.2,Delicioso jugo de naranja natural,25.666822664200996,-100.28354954204931
3,65,42555,Tampiqueña,180.0,"150 gramos de deliciosa y jugosa res, acompañada con guacamole, frijoles refritos, enmoladas Guerrero y chiles toreados.",25.666822664200996,-100.28354954204931
3,65,43197,Media orden de chilaquiles,84.0,"Deliciosos chilaquiles en salsa roja o verde acompañados de frijoles refritos, crema, queso y cebolla morada",25.666822664200996,-100.28354954204931
3,65,44274,Monto,228.0,'-,25.666822664200996,-100.28354954204931
3,65,44274,Tampiqueña,228.0,"150 gramos de deliciosa y jugosa res, acompañada con guacamole, frijoles refritos, enmoladas Guerrero y chiles toreados.",25.666822664200996,-100.28354954204931
3,65,44700,Chilaquiles,150.0,"Deliciosos chilaquiles en salsa roja o verde acompañados de frijoles refritos, crema, queso y cebolla morada.",25.666822664200996,-100.28354954204931
3,65,46373,Res empanizada,188.8,"Res empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,65,48039,Res empanizada,188.8,"Res empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,65,49267,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,65,50230,Tampiqueña,177.0,"150 gramos de deliciosa y jugosa res, acompañada con guacamole, frijoles refritos, enmoladas Guerrero y chiles toreados.",25.666822664200996,-100.28354954204931
3,65,50525,Fetuccini Alfredo,153.4,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,65,50639,Enchiladas suizas,153.4,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,65,55631,Fajitas de res,182.9,"Fajitas de res acompañadas de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,65,55631,Monto,182.9,'-,25.666822664200996,-100.28354954204931
3,65,56146,Monto,200.6,'-,25.666822664200996,-100.28354954204931
3,65,56146,Pechuga rellena,200.6,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,65,56208,Desayuno imperial,206.5,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,65,56208,Monto,206.5,'-,25.666822664200996,-100.28354954204931
3,65,56898,Enchiladas suizas,153.4,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,65,57306,Pechuga empanizada,182.9,"Pegucha empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,67,44566,Agua de sabor,172.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,67,44566,Enchiladas suizas,172.5,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,67,48061,Pechuga a la plancha,163.85,"Pechuga a la plancha acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,67,50713,Agua de sabor,152.55,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,67,50713,Enchiladas suizas,152.55,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,67,50713,Pechuga empanizada,152.55,"Pegucha empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,67,52351,Agua de sabor,169.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,67,52351,Enchiladas suizas,169.5,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,67,56388,Agua de sabor,169.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,67,56388,Enchiladas suizas,169.5,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,67,57503,Agua de sabor,169.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,67,57503,Enchiladas suizas,169.5,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,68,60652,Pechuga a la parrilla,33.9,"Pechuga a la parrilla acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,68,60652,Sopa de fideo chica,33.9,Sopa de fideo,25.666822664200996,-100.28354954204931
3,69,42554,Agua de sabor,96.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,42554,Refresco,96.0,Refrescos,25.666822664200996,-100.28354954204931
3,69,42554,Sopa de tortilla chica,96.0,Deliciosa sopa de tortilla,25.666822664200996,-100.28354954204931
3,69,43328,Fetuccini Alfredo,204.0,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,69,43328,Monto,204.0,'-,25.666822664200996,-100.28354954204931
3,69,44604,Enchiladas suizas,204.0,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,45004,Fetuccini Alfredo,204.0,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,69,45004,Monto,204.0,'-,25.666822664200996,-100.28354954204931
3,69,45632,Enchiladas suizas,204.0,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,46394,Fetuccini Alfredo,200.6,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,69,46394,Monto,200.6,'-,25.666822664200996,-100.28354954204931
3,69,46737,Agua de sabor,94.4,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,46737,Sopa de tortilla chica,94.4,Deliciosa sopa de tortilla,25.666822664200996,-100.28354954204931
3,69,46954,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,49266,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,49985,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,50527,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,50630,Agua de sabor,200.6,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,50630,Agua de sabor refill,200.6,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,50630,Caldo tlalpeño chico,200.6,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,69,50630,Sopa de tortilla chica,200.6,Deliciosa sopa de tortilla,25.666822664200996,-100.28354954204931
3,69,51425,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,51631,Agua de sabor,177.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,51631,Fetuccini Alfredo,177.0,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,69,52307,Agua de sabor,177.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,52307,Desayuno imperial,177.0,"Delicioso platillo combinado que incluye: huevos al gusto, 2 piezas de salchicha de carne, 2 piezas de hot cakes, 1 porción de papa hash brown y 2 rebanadas de tocino.",25.666822664200996,-100.28354954204931
3,69,55630,Enchiladas suizas,200.6,Cuatro enchiladas suizas bañadas de una salsa verde cremosa (no picosa) cubiertas de queso derretido,25.666822664200996,-100.28354954204931
3,69,57832,Agua de sabor,200.6,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,69,57832,Fetuccini Alfredo,200.6,Bañada con la tradicional salsa Alfredo gratinada con queso manchego y coronado con una porción de pollo a la plancha,25.666822664200996,-100.28354954204931
3,72,42999,Agua de sabor,137.5,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,72,42999,Caldo tlalpeño grande,137.5,Caldo tlalpeño grande,25.666822664200996,-100.28354954204931
3,72,45015,Monto,200.0,'-,25.666822664200996,-100.28354954204931
3,72,48096,Agua de sabor refill,252.15,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,72,48096,Caldo tlalpeño chico,252.15,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,72,48096,Pechuga empanizada,252.15,"Pegucha empanizada acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,72,52375,Agua de sabor,135.3,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,72,52375,Caldo tlalpeño grande,135.3,Caldo tlalpeño grande,25.666822664200996,-100.28354954204931
3,72,53214,Agua de sabor,258.3,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,72,53214,Caldo tlalpeño chico,258.3,Caldo tlalpeño,25.666822664200996,-100.28354954204931
3,72,53214,Pechuga rellena,258.3,"Pechuga rellena acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,74,41943,Agua de sabor,132.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,74,41943,Caldo tlalpeño grande,132.0,Caldo tlalpeño grande,25.666822664200996,-100.28354954204931
3,74,42269,Agua de sabor,210.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,74,42269,Agua embotellada,210.0,Agua fresca natural,25.666822664200996,-100.28354954204931
3,74,42269,Res a la plancha con chilaquiles,210.0,"Res a la plancha con chilaquiles acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,74,42608,Pechuga a la parrilla,166.75,"Pechuga a la parrilla acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
3,74,51369,Agua de sabor,236.0,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,74,51369,Hamburguesa Especial,236.0,"Jugosa hamburguesa de Res gratinada con queso manchego, guacamole, tocino y lechuga. Acompañada con papas gajo",25.666822664200996,-100.28354954204931
3,74,53260,Agua de sabor,192.1,Riquísimas aguas de fruta natural,25.666822664200996,-100.28354954204931
3,74,53260,Club Sándwich,192.1,"Delicioso club sándwich de pollo con lechuga, jamón, queso manchego, jitomate, aguacate, tocino y una deliciosa guarnición de papas gajo",25.666822664200996,-100.28354954204931
3,74,53729,Pechuga a la parrilla,163.85,"Pechuga a la parrilla acompañada de dos guarniciones a elegir: Puré de papa, verduras al vapor salteadas con mantequilla, arroz, spaguetti o frijoles refritos.",25.666822664200996,-100.28354954204931
