EstablishmentId,tokens,cluster,category,category_Asiática,category_Bebidas,category_Categoría_2,category_Categoría_8,category_Comida_Rápida,category_Desayunos,category_Italiana,category_Postres,category_Saludable
3,"['huevos', 'gusto', 'estilo', 'americano', 'todos', 'huevos', 'estilo', 'americano', 'incluye', 'guarnición', 'deliciosa', 'papa', 'mantequilla', 'pan', 'francés']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0
1,"['ensalada', 'paradise', 'fresa', 'manzana', 'queso', 'crema', 'nuez', 'cacahuate', 'caramelizados', 'mezcla', 'lechugas', 'aderezo', 'raspberry']",8,Categoría_8,0.0,0.0,0.0,0.7778,0.0,0.0,0.2222,0.0,0.0
1,"['ensalada', 'búffalo', 'tender', 'pollo', 'mix', 'lechuga', 'salsa', 'buffalo', 'apio', 'tomate', 'zanahoria', 'tocino', 'frituras', 'maíz', 'aderezo', 'blue', 'cheese']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,"['ensalada', 'tex', 'mex', 'arrachera', 'frijoles', 'elote', 'pico', 'gallo', 'aguacate', 'jalapeño', 'mix', 'lechuga', 'aderezo', 'cilantro']",3,Italiana,0.0,0.0,0.0,0.1111,0.0,0.1111,0.7778,0.0,0.0
1,"['dedos', 'queso', 'exquisitos', 'dedos', 'queso', 'empanizados', 'servidos', 'salsa', 'marinara']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,"['mac', 'cheese', 'deliciosos', 'macarrones', 'salsa', 'queso', 'tocino', 'cebollin']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,"['chilaquiles', 'deliciosos', 'chilaquiles', 'salsa', 'roja', 'verde', 'acompañados', 'frijoles', 'refritos', 'crema', 'queso', 'cebolla', 'morada']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,"['papas', 'francesa', 'tradicionales', 'papas', 'francesa', 'acompañadas', 'salsa', 'aderezo', 'favorito']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,"['orden', 'enchiladas', 'niños', 'orden', 'niños', 'incluye', 'piezas', 'carne']",6,Desayunos,0.0,0.0,0.0,0.0,0.4444,0.5556,0.0,0.0,0.0
1,"['aros', 'cebolla', 'aros', 'cebolla', 'fritos', 'servidos', 'adrezo', 'casa']",3,Italiana,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,0.0,0.0
1,"['papas', 'bañadas', 'crujientes', 'papas', 'francesa', 'bañadas', 'salsa', 'queso', 'salsa', 'bufalo', 'aderezo', 'ranch']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,"['coca', 'cola', 'refresco']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,"['chilaquiles', 'bandera', 'deliciosos', 'chilaquiles', 'bañados', 'nuestras', 'dos', 'salsas', 'verde', 'roja', 'queso', 'crema', 'cebolla', 'morada', 'dos', 'guarniciones', 'elegir', 'pollo', 'huevo']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
1,"['coca', 'cola', 'light', 'coca', 'cola', 'light']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,"['pepsi', 'pepsi']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,"['manzanita', 'sol', 'manzanita', 'sol']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,"['mirinda', 'mirinda']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,"['agua', 'natural', 'agua', 'natural']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"['agua', 'jamaica', 'agua', 'jamaica']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"['paquete', 'quesadillas', 'camarón', 'quesadillas', 'masa', 'blanca', 'rellenas', 'camarón']",6,Desayunos,0.0,0.0,0.0,0.2222,0.3333,0.4444,0.0,0.0,0.0
1,"['agua', 'horchata', 'agua', 'horchata']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"['agua', 'tamarindo', 'agua', 'tamarindo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"['limonada', 'natural', 'limonada', 'natural']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"['limonada', 'mineral', 'limonada', 'mineral']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"['limonada', 'pepino', 'limonada', 'pepino']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"['media', 'orden', 'chilaquiles', 'deliciosos', 'chilaquiles', 'salsa', 'roja', 'verde', 'acompañados', 'frijoles', 'refritos', 'crema', 'queso', 'cebolla', 'morada']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,"['quesadilla', 'camarón', 'pieza', 'quesadillas', 'masa', 'blanca', 'rellenas', 'camarón']",8,Categoría_8,0.0,0.0,0.0,0.2222,0.3333,0.4444,0.0,0.0,0.0
1,"['cerveza', 'corona', 'cerveza', 'corona']",0,Saludable,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.4444
1,"['cerveza', 'victoria', 'cerveza', 'victoria']",5,Comida Rápida,0.0,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.1111
1,"['cerveza', 'modelo', 'cerveza', 'modelo']",0,Saludable,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.3333
4,"['paquete', 'quesadillas', 'rajas', 'poblanas', 'quesadillas', 'masa', 'blanca', 'rellenas', 'rajas', 'poblanas']",5,Comida Rápida,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0,0.0,0.0
1,"['cerveza', 'michelob', 'ultra', 'cerveza', 'ultra', 'michelob']",0,Saludable,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.8889
1,"['cerveza', 'heineken', 'cerveza', 'heineken']",0,Saludable,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.7778
1,"['cerveza', 'tkt', 'light', 'cerveza', 'tkt', 'light']",5,Comida Rápida,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.4444
4,"['quesadilla', 'rajas', 'poblanas', 'pieza', 'quesadillas', 'masa', 'blanca', 'rellenas', 'rajas', 'poblanas']",6,Desayunos,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0,0.0,0.0
1,"['cerveza', 'tkt', 'roja', 'cerveza', 'tkt', 'rojo']",8,Categoría_8,0.0,0.0,0.0,0.1111,0.8889,0.0,0.0,0.0,0.0
3,"['club', 'sándwich', 'delicioso', 'club', 'sándwich', 'pollo', 'lechuga', 'jamón', 'queso', 'manchego', 'jitomate', 'aguacate', 'tocino', 'deliciosa', 'guarnición', 'papas', 'gajo']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,"['cerveza', 'lager', 'cerveza', 'large']",0,Saludable,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.8889
1,"['café', 'espresso', 'cafe', 'expresso']",1,Bebidas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"['sopa', 'fideo', 'chica', 'sopa', 'fideo']",5,Comida Rápida,0.0,0.0,0.0,0.1111,0.8889,0.0,0.0,0.0,0.0
4,"['paquete', 'quesadillas', 'champiñones', 'quesadillas', 'masa', 'blanca', 'rellenas', 'champiñones']",6,Desayunos,0.0,0.0,0.0,0.0,0.5556,0.4444,0.0,0.0,0.0
1,"['café', 'americano', 'refill', 'cafe', 'americano', 'refil']",1,Bebidas,0.0,0.8889,0.0,0.0,0.1111,0.0,0.0,0.0,0.0
3,"['caldo', 'tlalpeño', 'chico', 'caldo', 'tlalpeño']",5,Comida Rápida,0.0,0.0,0.0,0.1111,0.8889,0.0,0.0,0.0,0.0
1,"['café', 'capuchino', 'cafe', 'capuchino']",1,Bebidas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"['quesadilla', 'champiñones', 'pieza', 'quesadillas', 'masa', 'blanca', 'rellenas', 'champiñones']",6,Desayunos,0.0,0.0,0.0,0.0,0.4444,0.5556,0.0,0.0,0.0
3,"['sopa', 'tortilla', 'chica', 'deliciosa', 'sopa', 'tortilla']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['caldo', 'tlalpeño', 'grande', 'caldo', 'tlalpeño', 'grande']",5,Comida Rápida,0.0,0.0,0.0,0.1111,0.8889,0.0,0.0,0.0,0.0
3,"['sopa', 'tortilla', 'grande', 'sopa', 'tortilla', 'grande']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['hamburguesa', 'res', 'deliciosa', 'hamburguesa', 'res', 'acompañada', 'papas', 'gajo']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,"['paquete', 'bocoles', 'masa', 'blanca', 'rellenas', 'guiso', 'elección', 'chicharrón', 'chorizo', 'deshebrada', 'frijoles', 'queso', 'carne', 'molida', 'huevo', 'salsa', 'roja', 'verde']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['enchiladas', 'suizas', 'cuatro', 'enchiladas', 'suizas', 'bañadas', 'salsa', 'verde', 'cremosa', 'picosa', 'cubiertas', 'queso', 'derretido']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['flautas', 'cuatro', 'deliciosas', 'flautas', 'acompañadas', 'guacamole']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,"['bocoles', 'pieza', 'masa', 'blanca', 'rellenas', 'guiso', 'elección', 'chicharrón', 'chorizo', 'deshebrada', 'frijoles', 'queso', 'carne', 'molida', 'huevo', 'salsa', 'roja', 'verde']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['res', 'plancha', 'res', 'plancha', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.5556,0.1111,0.0,0.0
3,"['res', 'parrilla', 'res', 'parrilla', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.5556,0.1111,0.0,0.0
4,"['paquete', 'empanadas', 'masa', 'blanca', 'rellenas', 'guiso', 'elección', 'queso', 'chicharrón', 'chorizo', 'carne', 'molida']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['res', 'empanizada', 'res', 'empanizada', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",3,Italiana,0.0,0.0,0.0,0.3333,0.0,0.5556,0.1111,0.0,0.0
4,"['empanadas', 'pieza', 'masa', 'blanca', 'rellenas', 'guiso', 'elección', 'queso', 'chicharrón', 'chorizo', 'carne', 'molida']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,"['res', 'plancha', 'chilaquiles', 'res', 'plancha', 'chilaquiles', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.5556,0.1111,0.0,0.0
4,"['paquete', 'picadas', 'masa', 'blanca', 'puedes', 'agregar', 'huevo', 'revuelto', 'chorizo']",5,Comida Rápida,0.0,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0,0.0
3,"['pechuga', 'plancha', 'pechuga', 'plancha', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",8,Categoría_8,0.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0
3,"['pechuga', 'parrilla', 'pechuga', 'parrilla', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0
4,"['picadas', 'pieza', 'masa', 'blanca', 'puedes', 'agregar', 'huevo', 'revuelto', 'chorizo']",6,Desayunos,0.0,0.0,0.0,0.0,0.5556,0.4444,0.0,0.0,0.0
4,"['memelas', 'masa', 'blanca', 'queso', 'gratinado', 'cecina', 'carne', 'enchilada']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0
3,"['pechuga', 'empanizada', 'pegucha', 'empanizada', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",8,Categoría_8,0.0,0.0,0.0,0.3333,0.0,0.5556,0.1111,0.0,0.0
4,"['tamal', 'cerdo', 'delicioso', 'tamal', 'huasteco', 'relleno', 'carne', 'cerdo']",6,Desayunos,0.0,0.0,0.0,0.2222,0.3333,0.4444,0.0,0.0,0.0
3,"['pechuga', 'rellena', 'pechuga', 'rellena', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0
4,"['tamal', 'pollo', 'delicioso', 'tamal', 'huasteco', 'relleno', 'carne', 'pollo']",8,Categoría_8,0.0,0.0,0.0,0.5556,0.0,0.4444,0.0,0.0,0.0
3,"['suprema', 'pollo', 'chilaquiles', 'suprema', 'pollo', 'acompañada', 'dos', 'guarniciones', 'elegir', 'puré', 'papa', 'verduras', 'vapor', 'salteadas', 'mantequilla', 'arroz', 'spaguetti', 'frijoles', 'refritos']",6,Desayunos,0.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0
4,"['estrujadas', 'masa', 'blanca', 'acompañadas', 'frijoles', 'cecina', 'carne', 'enchilada']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,"['concha', 'concha']",4,Postres,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.4444,0.0
2,"['muffin', 'chocolate', 'muffin', 'chocolate']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,"['muffin', 'queso', 'muffin', 'queso']",3,Italiana,0.0,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0
2,"['muffin', 'plátano', 'muffin', 'plátano']",4,Postres,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.8889,0.0
2,"['tomate', 'tomate']",3,Italiana,0.0,0.0,0.0,0.1111,0.0,0.0,0.8889,0.0,0.0
2,"['chocolatin', 'chocolatin']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['pan', 'elote', 'pan', 'elote']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,"['bisquet', 'bisquet']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['bisquet', 'integral', 'bisquet', 'integral']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['dona', 'dona']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['brioche', 'brioche']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,"['pan', 'caja', 'pan', 'caja']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,"['panini', 'panini']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['tarta', 'plátano', 'tarta', 'plátano']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,"['milky', 'way', 'milky', 'way']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"['cheesecake', 'fresa', 'cheesecake', 'fresa']",4,Postres,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.4444,0.0
2,"['cheesecake', 'tortuga', 'cheesecake', 'tortuga']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,"['pay', 'nuez', 'pay', 'nuez']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,"['tarta', 'frutos', 'rojos', 'tarta', 'frutos', 'rojos']",4,Postres,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.3333,0.0
2,"['cheesecake', 'fresa', 'cheesecake', 'fresa']",4,Postres,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.4444,0.0
2,"['cheesecake', 'tortuga', 'cheesecake', 'tortuga']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,"['doble', 'chocolate', 'doble', 'chocolate']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
